date,volatility
2020-03-31,0.11272892717533833
2020-04-01,0.11272892717533833
2020-04-02,0.11304921837502128
2020-04-03,0.10627683907859017
2020-04-04,0.10321489968264763
2020-04-05,0.09774166809665212
2020-04-06,0.09325325842299612
2020-04-07,0.09467215854725415
2020-04-08,0.094951419212947
2020-04-09,0.090683523072636385
2020-04-10,0.08690354458909627
2020-04-11,0.08461635737650434
2020-04-12,0.09513191941204494
2020-04-13,0.09271542445953053
2020-04-14,0.08962524232031431
2020-04-15,0.08744444639906922
2020-04-16,0.08676691938310022
2020-04-17,0.09566934421350608
2020-04-18,0.10390383702227937
2020-04-19,0.09918922357128335
2020-04-20,0.09796126506866651
2020-04-21,0.09339396466322177
2020-04-22,0.08920749970837519
2020-04-23,0.08768876724885692
2020-04-24,0.08448668090752347
2020-04-25,0.0816335055037673
2020-04-26,0.08141467834519578
2020-04-27,0.07898538026923282
2020-04-28,0.07759474243971368
2020-04-29,0.07652913367764777
2020-04-30,0.0749342932807918
2020-05-01,0.0734782923313676
2020-05-02,0.07227356118751674
2020-05-03,0.07229809363407082
2020-05-04,0.0778259699118257
2020-05-05,0.0773597940021305
2020-05-06,0.07882803488524362
2020-05-07,0.07942916245032243
2020-05-08,0.07829363262363014
2020-05-09,0.07759488136862747
2020-05-10,0.07857127852690661
2020-05-11,0.08809178976652693
2020-05-12,0.09098661600376318
2020-05-13,0.08773832860623158
2020-05-14,0.08482330056636848
2020-05-15,0.08197823867805032
2020-05-16,0.07962847642413769
2020-05-17,0.07823886297462695
2020-05-18,0.08815727985870786
2020-05-19,0.08622561769474581
2020-05-20,0.08334199524519023
2020-05-21,0.08061957431908606
2020-05-22,0.07827145599698451
2020-05-23,0.07701884975863851
2020-05-24,0.07659838186211292
2020-05-25,0.08407062852452163
2020-05-26,0.137360281478507
2020-05-27,0.14588608284767546
2020-05-28,0.13580496398539965
2020-05-29,0.12643688296618694
2020-05-30,0.11824804740082617
2020-05-31,0.1162842647101203
2020-06-01,0.10922203950897758
2020-06-02,0.1563238646043317
2020-06-03,0.1785994121297878
2020-06-04,0.16669197472466288
2020-06-05,0.1537747187279272
2020-06-06,0.14262452093097722
2020-06-07,0.13993231105276766
2020-06-08,0.13004745443502885
2020-06-09,0.12352843472895787
2020-06-10,0.13272399955677472
2020-06-11,0.12691198187687444
2020-06-12,0.11854333334255909
2020-06-13,0.11319950326125422
2020-06-14,0.11067117137475725
2020-06-15,0.1062032484539743
2020-06-16,0.10808198272713236
2020-06-17,0.10654127022925926
2020-06-18,0.1030603916476892
2020-06-19,0.09767380336725813
2020-06-20,0.09368444205333916
2020-06-21,0.08947521158883986
2020-06-22,0.08739680145977173
2020-06-23,0.08554167667705433
2020-06-24,0.08263147097566953
2020-06-25,0.08000572721697566
2020-06-26,0.07794186722181491
2020-06-27,0.07610452818111768
2020-06-28,0.07622194672464974
2020-06-29,0.07649519001673565
2020-06-30,0.07529912584855654
2020-07-01,0.07414136927921747
2020-07-02,0.07528646330800923
2020-07-03,0.07381278609737613
2020-07-04,0.11116554151623381
2020-07-05,0.11575830761811083
2020-07-06,0.10900806291606424
2020-07-07,0.105835586320109
2020-07-08,0.10132805749468371
2020-07-09,0.1004966758287474
2020-07-10,0.095639144348018
2020-07-11,0.1179615113108064
2020-07-12,0.11169239813600924
2020-07-13,0.10510062426478954
2020-07-14,0.10001155020104192
2020-07-15,0.09523478908790001
2020-07-16,0.09140891939513135
2020-07-17,0.08925364377105977
2020-07-18,0.08594831675591794
2020-07-19,0.08619167631990722
2020-07-20,0.08507128832700193
2020-07-21,0.08206334273469909
2020-07-22,0.07958478211305406
2020-07-23,0.07774594889760861
2020-07-24,0.07603667640400336
2020-07-25,0.0744019840769158
2020-07-26,0.07302992384218746
2020-07-27,0.07208329178438533
2020-07-28,0.0712969205783161
2020-07-29,0.07059683106262954
2020-07-30,0.07018361875296215
2020-07-31,0.07060435437499875
2020-08-01,0.06985896156801744
2020-08-02,0.073332159891872
2020-08-03,0.07582913408530965
2020-08-04,0.07618316896768429
2020-08-05,0.09265131386352461
2020-08-06,0.0889102122209057
2020-08-07,0.08717002730944215
2020-08-08,0.0838626986753298
2020-08-09,0.08388299655687435
2020-08-10,0.08139760888185928
2020-08-11,0.07897969639944512
2020-08-12,0.08997504920584072
2020-08-13,0.08773840317580209
2020-08-14,0.08577945956650936
2020-08-15,0.08277160089472076
2020-08-16,0.08013510849085764
2020-08-17,0.08239580356166337
2020-08-18,0.08026938940268763
2020-08-19,0.07846817820865844
2020-08-20,0.07657454230901112
2020-08-21,0.0754861114414201
2020-08-22,0.07402960719085547
2020-08-23,0.0727900891602545
2020-08-24,0.07303519097160031
2020-08-25,0.07194460144225852
2020-08-26,0.07278595024317616
2020-08-27,0.07177260943106847
2020-08-28,0.07083497048827006
2020-08-29,0.07044770610275168
2020-08-30,0.0777399838151665
2020-08-31,0.08018752213045029
2020-09-01,0.07792787144439688
2020-09-02,0.08300440875415396
2020-09-03,0.0812915810633515
2020-09-04,0.08091848716493544
2020-09-05,0.0785467257513555
2020-09-06,0.07745835944640461
2020-09-07,0.07688138774891365
2020-09-08,0.18135069191875097
2020-09-09,0.18200747765274136
2020-09-10,0.16837666744928384
2020-09-11,0.15529011412671578
2020-09-12,0.14361072077315654
2020-09-13,0.13322431654059683
2020-09-14,0.12571207659592668
2020-09-15,0.2174164713487602
2020-09-16,0.21842281199652713
2020-09-17,0.20177066833351223
2020-09-18,0.18667960722386479
2020-09-19,0.17162146943449652
2020-09-20,0.15817133216120427
2020-09-21,0.14644341228018162
2020-09-22,0.13589294974350488
2020-09-23,0.1266415009154369
2020-09-24,0.11822157078115259
2020-09-25,0.1108167111484263
2020-09-26,0.10440419723228632
2020-09-27,0.09882839877413616
2020-09-28,0.09469094457758534
2020-09-29,0.10363526906547955
2020-09-30,0.10126087741818784
2020-10-01,0.09626918342971963
2020-10-02,0.09307052138642606
2020-10-03,0.08901377438257675
2020-10-04,0.08555801845851571
2020-10-05,0.08463668667072727
2020-10-06,0.09127557870094533
2020-10-07,0.09280212150321644
2020-10-08,0.0888083788595082
2020-10-09,0.08558040669378658
2020-10-10,0.08249108815183198
2020-10-11,0.07987138665023073
2020-10-12,0.0778078539447614
