date,volatility
2020-10-13,0.08177129470135325
2020-10-14,0.08013224716358877
2020-10-15,0.07796183514166764
2020-10-16,0.07659450899292952
2020-10-17,0.07543503744866463
2020-10-18,0.0746312393354101
2020-10-19,0.07553836654660204
2020-10-20,0.08202377488708894
2020-10-21,0.08027692764281195
2020-10-22,0.07799666212433704
2020-10-23,0.07653326570159129
2020-10-24,0.07542585268662916
2020-10-25,0.07390595616767602
2020-10-26,0.0728455483620022
2020-10-27,0.07244373774785307
2020-10-28,0.0714218795940061
2020-10-29,0.0705693120911762
2020-10-30,0.0724871349901051
2020-10-31,0.07279139592938483
2020-11-01,0.07169738382401025
2020-11-02,0.07492224014840365
2020-11-03,0.0736522742761404
2020-11-04,0.07690569197439806
2020-11-05,0.07551145871065817
2020-11-06,0.07496718220486556
2020-11-07,0.07518460550102458
2020-11-08,0.07399110915700804
2020-11-09,0.07731888407782767
2020-11-10,0.0756010731943013
2020-11-11,0.0806239018904844
2020-11-12,0.08016012311255298
2020-11-13,0.07815396252104138
2020-11-14,0.07623700218734997
2020-11-15,0.07535915065247331
2020-11-16,0.0739806511814829
2020-11-17,0.07323002510513095
2020-11-18,0.07210991870719419
2020-11-19,0.07486745280234364
2020-11-20,0.07477886643019495
2020-11-21,0.07345241544288118
2020-11-22,0.07247363704657853
2020-11-23,0.07152043764247537
2020-11-24,0.0710974683129499
2020-11-25,0.07026947183741884
2020-11-26,0.07020088665856641
2020-11-27,0.14808766925914008
2020-11-28,0.13862020033067202
2020-11-29,0.13052890466069833
2020-11-30,0.12293119359036718
2020-12-01,0.11631925883420725
2020-12-02,0.10950259739994846
2020-12-03,0.1032311697487632
2020-12-04,0.16851259761652462
2020-12-05,0.15641521572160133
2020-12-06,0.1451539890741767
2020-12-07,0.13469636190989542
2020-12-08,0.1274042504488965
2020-12-09,0.11890402807812832
2020-12-10,0.11142335841263597
2020-12-11,0.10582176767875662
2020-12-12,0.10003590832801366
2020-12-13,0.09512198509822002
2020-12-14,0.092490061295212
2020-12-15,0.08868868376454991
2020-12-16,0.0853167771220403
2020-12-17,0.09619240796915683
2020-12-18,0.2801866471316451
2020-12-19,0.2938462208095751
2020-12-20,0.2757115577055158
2020-12-21,0.2531351822835198
2020-12-22,0.23135286716127879
2020-12-23,0.21183006499553117
2020-12-24,0.2031893983739757
2020-12-25,0.3220103011148272
2020-12-26,0.41120604360423
2020-12-27,0.37405664034557584
2020-12-28,0.3405326775118081
2020-12-29,0.3112273294423496
2020-12-30,0.2837036476579444
2020-12-31,0.2588580251400192
